title,slogan,address,phone/0,email,web,categories/0,phone/1,categories/1,categories/2,socialNetwork/0,socialNetwork/1,categories/3,phone/2,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,socialNetwork/2,socialNetwork/3,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,,phone/3,phone/4,phone/5,phone/6,phone/7,phone/8,phone/9,categories/20,categories/21,categories/22,categories/23,categories/24,categories/25
SOMAIN,Muebles de Oficina, Calle Buenos Aires Nº56 ,3366066,ventas@mueblessomain.com.bo,www.somain.web.bo,Mueblerías,3364211,Muebles para oficinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTEL VILLA ROSITA,Hotel Tres Estrellas, Km. 5 Doble Via a la Guardia ,3525116,hotelvillarosita@hotmail.com,www.hotel-villa-rosita.com,Apart hoteles,71025045,Balnearios,Hoteles 3 estrellas,https://www.facebook.com/HotelVillaRosita/,,Hoteles resort,67703537,Hotelería,Hoteles,Suites hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STYLO COMUNICACION VISUAL,, Av.roque Aguilera/radial 19 N° S/n Edificio: Edificio Stylo Piso: 1 Oficina: 1 ,3536000,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA PICHA,," Av. El Encanto Esq. Los Naranjos, Barrio Montero N° 795 Edificio: Constructora Picha Piso: 1 ",755-29663,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA ROBORE,, Calle Barron Esquina Arenales N° 212 ,3300181,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acropolis,, Av. Busch Esq./ Platanillos ,3364936,,,Empresas constructoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE RAYOS X LOURDES,, Calle Rene Moreno N° 352 Edificio: Clinica Lourdes ,3325518,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano Justiniano Raul,Veterinario, Av. El Trompillo Nº 300 ,3531007,,,Veterinarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 M Bolivia,, Calle Republiquetas Nº 524 ,3331524,,,Materiales Médicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUDIO ENRIQUE MENACHO,, Av.doble Via A La Guardia S/n N° S/n ,33555521,,,Actividades de fotografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUANITA LA SERNA TERRAZAS,, Av. 26 De Febrero Y Av. Busch C/perimetral N° S/n ,,,,"Actividades de fotocopiado, preparación de documentos y otras actividades especi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTECPRO,IDENTIFICACIÓN Y SEGURIDAD - INFORMACIÓN TECNOLÓGICA, Av. Busch calle 5 Oeste N°228 entre 2do y 3er Anillo ,3446347,info@intecpro.com,www.intecpro.com,Codigo de barras,,Computadoras y accesorios,Credenciales,,,Radio comunicadores,, Redes de computadoras,Seguridad informática,Servicios técnicos para computadoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIO GIANELLA,Cirujano Oncologo," Av. Cañoto #580, Centro Medico Niño Jesus Future 4to piso consultorio 416 ",77368889,,,Cáncer colon,,Cáncer de mama, Cáncer de piel,,,Cáncer ginecológico,,Cáncer tiroides,Cirujano oncólogo,Especialista en cancer,Médicos oncólogos,Oncólogo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udem Srl,, Equipetrol Calle 8 Oeste Nº 2 ,3367980,,,Servicios de ambulancia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA ORTIZ,," Calle Teniente Estremadoiro, Barrio San Juan Macias N° 3035 ",76032884,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audiovisual Multimedia System,Equipos de Video Proyeccion, C. Los Jazmines Nº 3 Barrio Sarari ,3420331,,,Equipos audiovisuales,,Proyectores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSEFINA TICONA PACULI,, German Busch N° S/n ,72655723,,,Alquiler de maquinaria y equipo de construcción e ingeniería civil sin operador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA R & M,, Calle Esq. Santa Barbara N° 202 ,3305484,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE PATOLOGIA ONCOS,, Ovidio Barbery B/abaroa N° S/n ,3412070,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha Ltda,, Calle Quijarro Nº 246 ,3348798,,,Muebles clínicos y hospitalarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR PRODUCCIONES,," Av. Beni,c/ Wanda (7 Oeste) N° 22 ",3289497,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDOMINIO ICARAI,, Calle Suarez de Figueroa Nº 150 ,3328288,info@condominioicarai.com,www.condominioicarai.web.bo,Condominios,3484423,Empresas constructoras,,,,,71653531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOMIBOL IMPORTACIONES,Konica Minolta Bolivia, Av. Centenario Nº 91 ,3325112,,www.komibol.com,Fotocopiadoras,,Impresoras multifuncionales,Repuestos para fotocopiadora,https://www.facebook.com/Konica.Minolta.Bolivia,,Servicios técnicos para fotocopiadoras,,Toner para fotocopiadora,Insumos y accesorios fotográficos,Insumos para computadoras,Insumos para equipos de oficina,Maquinas fotocopiadoras,Repuestos de fotocopiadoras,Toners para fotocopiadoras e impresoras,Tintas y toners para fotocopiadoras,,,,,,,,,,,,,,,,,,,,,,,,
Sonilum,Equipos de Video Proyeccion, Calle Tucuman Nº 20 Barrio Equipetrol ,3425217,,,Equipos audiovisuales,3425218,Proyectores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolser,, Km. 8 1/2 Doble Via A La Guardia Calle Apolo Nº 520 ,3537878,,,Empresas constructoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA OBELISCO LTDA.,, Calle Socoris N° 2003 ,3223596,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JORGE LUIS ANTELO ARTEAGA,, Barrio 4 De Noviembre Calle 2 N° 3090 ,75005441,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA PROVISION,, Calle 6 De Agosto N° 656 ,330-0278,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAMPAS AUDITORIA & CONTABILIDAD,, Barrio La Colonia Calle Las Palmeras N° 1049 ,3599761,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICOS ROSALES,, Av. Fatima N° 480 ,3229430,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrazas Saavedra Jose,, Calle Libertad Nº 738 ,3321672,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS LAGOS RESORT,Muy cerca de Usted!!!, Calle Murillo Nº 247 ,3369393,lagosresort@hotmail.com,www.loslagos-resort.com,Hoteles 5 estrellas,3230022,Hoteles resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTITUTO TECNICO CEIQ,Centro de Enseñanza en Instrumentación Quirúrgica, Tercer Anillo Interno y Canal Cotoca ,3476007,,www.ceiq-ts.com,Enfermerias,3628881,Escuela de enfermeras,Institutos educativos,,,Institutos tecnicos,,Tecnológicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvicruz,Vidrería, Av. Roque Aguilera Casi Esq. Av. Pirai ,3584625,alvicruz@hotmail.com,,Vidrierías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiocruz,, Av. Uruguay Nº642 ,3336429,,,Servicios de ambulancia,3321203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA PRECISION EYEWEAR S.R.L.,, Calle 21 De Mayo N° 2 Edificio: Edificio Mercedez ,3370220,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOMMET S.R.L.,," Av.iberica,c/3 Oeste N° S/n Edificio: Montpeller ",3585962,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequeiros Rivero Nataniel,, Clinica Niño Jesus Consultorio Nº 401 ,3366969,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. ALBERTO VELASCO,CONSULTORIO DENTAL, Calle Beni Nº 234 ,3324486,robert_velasco8@hotmail.com,www.clinicadental-velasco.com,,76054044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA NEUQUEN S.R.L.,," Calle San Gabriel,barrio Oxibol N° S/n ",3599344,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICOS ENDOGENETICA SANTA CRUZ S.R.L.,, Calle Sarah N° 439 ,3364746,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JORGE CHALE,, Av. Busch C/2norte N° 184 ,362-8874,,,Alquiler de otros efectos personales y enseres domésticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRIC MUNDIAL S.R.L.,Importaciones y Representaciones Eléctricas Industriales, Av. Santa Cruz Nº 230 casi esquina. Charcas ,3329091,,www.electricmundial.com,Cables eléctricos,3321146,Equipos y materiales para minería,Iluminación industrial,,,Importaciones y representaciones,3322825,Materiales de control y automatización,Materiales eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutripec,Insumos Para Alimentos Balanceados, 3º Anillo Interno Nº 200 Entre Av. Virgen de Cotoca ,3487373,info@nutripec.com,,Aditivos e insumos para alimentos,3493016,Alimentos balanceados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiplicadora del Orienta Srl,, Arenales Nº 178 ,3323144,,,Empresas agrícolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA PANORAMA,, Calle SumuquÉ N° 32 ,3302256,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOMARE CONSULTING GROUP S.R.L.,, Av. Cristo Redentor 7°y 8° Anillo Calle/2 N° S/n ,3336262,,,Otras actividades profesionales y técnicas n.c.p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSARIO TOURS,OPERADORA DE TURISMO, Calle Arenales Nº 196 ,3369977,info@rosariotours.com,www.rosariotours.web.bo,Agencias de viaje y turismo,3369656,Operadoras de turismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA MUSTAFA,, Calle Yotau N° 160 ,351-7110,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICOS DR. ZUNA S.R.L.,, Av. Alemana N° 2065 ,3441838,,,Otros servicios relacionados con la salud humana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JARDINES DEL ORIENTE,, Calle Montenegro B/ Ende N° S/n ,60085970,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robles Daza Luis G,, Calle 21 de Mayo Nº 254 ,3341719-3350100,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP ELECTRODOMESTICOS,Mas Que Una Tienda, Calle Isabel la católica #154 ,3511221,,, Electrodomésticos,75591269,Importadora electrodomesticos,Linea blanca,https://www.facebook.com/Spshopingdeelectrodomesticos,,,77302670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLINICA DENTAL QUINTANILLA,Odontología de Alta Estética, Calle Velasco Nº 36 entre Ayacucho e Ingavi ,3358711,quintanilla_08@hotmail.com,www.clinicaquintanillabolivia.com,Cirujano dentista,,Estetica dental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinalco,, Parque Industrial Pi 22 ,3462911,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IYAMBAE TUR AGENCIA DE VIAJES Y TURISMO,, Calle Sucre N° 81 ,3349999,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agro Insumos,Productos de Veterinaria, Calle Suarez Arana Esq. Barron Nº 290 ,3354441,totoarce02@hotmail.com,,Productos veterinarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA OPTISOL,, Calle Suarez De Figueroa N° 387 Edificio: J.j.l.m. Piso: P/baja ,3325652,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES Y REALIZACIONES IFEO S.R.L.,," Av. Barrientos, Barrio Urbari N° 49 ",3567272,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA MONTABE,, Localidad Jorochito- El Torno N° S/n ,76071333,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICOS CYTOLAB S.R.L,, Calle Barron N° 480 ,3355723,,,Otros servicios relacionados con la salud humana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramirez Gutierrez Ventura,, Calle Ayacucho N 588/Av. Cañoto ,3329749,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEINA LTDA,Transporte Terrestre en Gral, Av. Roque Aguilera Nº 2801 ,3521242,,www.ceina.com.bo,Transporte,,Transporte de carga aéreo,Transporte de carga ferroviario,,,Transporte de carga marítimo,,Transporte de carga refrigerada,Transporte de carga terrestre,Transporte industrial,Transporte nacional,Transportes de carga,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferretería ALEX,Su ferretería, Av. Santa Cruz Nº 68 ,3367207,ferreterialex@hotmail.com,192.185.29.217/~alex,Ferreterías,3327987,Materiales de construcción,Pinturas,,,Venta de herramientas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocina,, Parque Industrial Pi 22 ,3462911,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veterquimica Boliviana Srl,Productos de Veterinaria, Av. Pirai Nº 493 ,3539287,veterq@cotas.com.bo,,Productos veterinarios,3539288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICO VIDA Y SALUD,, CaÑada Larga Esq Fernandez Paticu N° 2100 ,3401422,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES TECNOLOGICAS SOLTECO S.R.L.,, Parque Industrial N° S/n ,3463330,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chavez Saucedo Luis,, Vallegrande Nº 742 ,3327929,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA OPTIFORM,, Calle Bolivar N° 214 ,3354192,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA MILENIO,," Barrio Polanco, Calle 9,3er Anillo Interno Y Av. San Aurelio N° 2065 ",,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNACIONAL TRAVEL TOURS - INTRATOURS S.R.L.,, C/ Velasco N° 71 Edificio: - Piso: - Oficina: - ,3372323,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANS MEN CARGO,OPERADORES DE LOGÍSTICA Y TRANSPORTE, 4to Anillo entre Av. Pirai y Radial 19 N° 4170(frente al garaje Los Mangales) ,3515454,transmencargo887@gmail.com,www.transmencargo.com/,Servicios de mudanza,73106096,Servicios de embalaje,Transporte,https://www.facebook.com/pg/TRANS-MEN-CARGO-1687316944630523/about/?ref=page_internal,https://www.youtube.com/watch?v=29P4h0iQXP8&t=5s,Embalajes,77690582,Almacenaje,Logísticas,Transportadora,Transporte de carga terrestre,Transporte internacional,Transporte de carga,Transporte nacional,,,,,,,,,,,,,,,,,,,,,,,,,
El Triunfo,, Parque Industrial Pi 53 ,3468521,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICO LPB,, Av. Alemana N° 2125 ,60097681,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARINA RIVERO,Médico Fisiatra, Calle Ñuflo de Chavez Nº 721 ,3392454,krivero@gmx.net,www.krivero.web.bo,Centros de rehabilitación física y funcional,71696538,Fisioterapeutas,Médicos de rehabilitación física,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES INTEGRALES SEGURIDAD E IMAGEN ÑANDEKAVI S.R.L.,," Barrio La Merced,calle N°4 N° 4230 ",3423787,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA OPTICLASIC,, Calle Florida N° 50 ,3398301,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicor,Vidreria, Canal Cotoca Esq. 4º Anillo ,3481157,vicor@unete.com,,Vidrierías,3481154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chavez Revollo Alvaro,, Calle 21 de Mayo Nº 254 ,3341719-3350100,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA MENVIC,, 7mo. Anillo Carretera Al Norte Condominio Genesis N° 33 Edificio: Genesis ,34006319,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGENIERIA DE EVENTOS ESPECIALES E-MOTION,, Septimo Anillo Y Av. Banzer N° 266 ,3441903,,,"Organización de conferencias, reuniones, convenciones y exposiciones comerciales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asociación Departamental de Tenis de Santa Cruz,, Calle Bibosi Entre Av. Taruma y Bermejo ,3123456,rodave@cotas.com.bo,asociaciondptaltenissantacruz.com/,Deporte,70856131,Asociaciones,Tenis,https://www.facebook.com/Asociacion-Departamental-de-Tenis-de-Santa-Cruz-2052689414952624/,,Escuelas de Tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pop,, Parque Industrial Pesado Manzana 23 ,3460770,,,Embotelladoras,3465040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC TRONICA,Distribuidores de Componentes Eléctricos, Calle Quijarro Nº 211 ,3303534,dctronica@hotmail.com,www.dctronica.web.bo,Cables eléctricos,76059865,Materiales electrónicos,Materiales eléctricos,,,Repuestos electrónicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calderon Alpire Clever,, España Nº 550 ,3368671,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICO BIO DIAGNOSTICO,, Av. Argamosa Esquina Tumusla N° 145 ,3340200,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES EN SOLDADURA TECNISOL,, Calle Romulo Lairana N° 3000 ,3648161,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA OPTICAL,, Calle Pasaje 10 De Agosto N° 17 ,,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA MAVEN,," Barrio Porvenir, Avenida Cumavi N° S/n ",3271207,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOM-BO INDUSTRIA Y COMERCIO BOLIVIA,, Calle Los Tajibos Y Paquio N° 2185 ,3417733,,,Alquiler de otros tipos de maquinaria y equipo sin operador n.c.p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert,Vidrería, Av. Isabel La Católica Nº 460 ,3581174,,,Vidrierías,3471813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALBER,Repuestos Japoneses, Calle Vallegrande Nº 525 ,3351514,calber@cotas.com.bocalber_sc@hotmail.com,www.repuestoscalber.com,Importadoras de automotores,3351515,Partes para automotores,Repuestos electrónicos,https://www.facebook.com/calberautorepuestos/,,Repuestos para motores,70871549,Repuestos y accesorios para automotores,Repuestos y accesorios para frenos,Servicios técnicos autorizados,Frenos para automotores,Talleres mecánicos de automotores,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embol Sa,, Parque Industrial Manzana Pi 6 ,3465252,,,Embotelladoras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antelo Hurtado Fernando,, Seoane Nº 31 ,3348311,,,Médicos urólogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLINCOM,, Calle Juan De Garay N° S/n ,3515543,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA MONTERO,, Calle 24 De Septiembre N° 192 ,,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IMAGINO VIAJES, AGENCIA DE VIAJES Y TURISMO, TOUR OPERADOR",, Calle 12 N° S/n Edificio: Blanco Rojo Piso: Pb Oficina: 1 ,3448855,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plásticos JUANCHO,Variedad de Artículos Plásticos, Calle Buenos Aires Nº 167 ,3326477,pjuancho@cotas.com.bo,www.plasticosjuancho.com.bo,Artículos de plástico,3338696,Artículos de plástico desechables,Bolsas de polietileno,,, Envases de plástico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA MAIRANA,, Avenida Avaroa N° S/n ,76620192,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revibol Srl,Importadora de Vidrios, Av. Virgen de Cotoca ,3461081,revibol@revibol.com,,Importadoras de vidrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICO BIO CELL,, Av. CaÑoto N° 700 ,3546281,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASE,Fabrica de Cajas Fuertes, Raul Bascope 689 esq. Av. Busch ,3596035,,www.case.com.bo,Cajas fuertes,,Fábricas de cajas fuertes,Mantenimiento de cajas fuertes,,,Sistemas de seguridad,,Sistemas de seguridad electrónica,Fábricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrónica Chavez,, Quijarro Nº 256 ,3330677,,,Electrónica industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA MIURA,, Av.rene Moreno N° 119 ,3362526,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDAD INTEGRAL DE CONSULTORIA SOINCO LTDA.,, Av. Santa Cruz Acera Este N° 945 ,3645158,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIZA TRAVEL,, Calle Velasco N° 424 ,3298042,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FENIX CONSULTORES,Asesoramiento Financiero, Calle Ñuflo de Chaves Nº 470 ,3330759,,www.amarillas.bo/fenix,Consultoras contables,,Consultoras financieras,Consultoria juridica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTORA LEVIATHAN S.R.L.,," B/las Misiones, Calle Santa Ana N° 6 ",3276466,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vidreria & Maquetería Cruceña,, Calle 24 de Septiembre Nº 248 ,3338027,,,Maqueterías,,Vidrierías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIO DE ANALISIS CLINICO IRALA,, Calle Libertad N° 655 ,3397994,,,Otros servicios relacionados con la salud humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organización Toro Srl,, Calle Bolivar Nº 578 ,3326842,,,Materiales Médicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitral - Art,Vitrales Artesanales," Arenales 174, Entre Calle Murillo y Beni ",773 69214,vitralart_daniel@hotmail.com,vitralartbolivia.com/,Vitrales,,Decoración de interiores,Decorados en vidrio,https://www.facebook.com/vitralesdaniel,,Decoraciones,,Decoración,Adornos decorativos,Artesanías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURVA TUR LTDA.,, Calle Chuquisaca N° 571 ,3364848,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTICA IRALA,, Av. Irala N° 340 ,3361110,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,Vidreria, Florida Nº 342 ,3324406,,,Vidrierías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDAD DE INGENIERIA MECANICA ELECTRICA SIMEL LTDA.,," 3° Anillo Interno, Roque Aguilera N° 3085 Edificio: Simel Ltda. ",3526363,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
